"ProjectNumber","Year","Budget","GrantType","Topic","Country","City"
101002131,2020,2000000,"Consolidator Grants","PE5 - Synthetic Chemistry & Materials","SE","Gothenburg"
337221,2013,1500000,"Starting Grants","PE5 - Synthetic Chemistry & Materials","SE","Gothenburg"
101078281,2022,1490625,"Starting Grants","PE7 - Systems & Communication Engineering","BE","GHENT"
875649,2019,150000,"Proof Of Concept","Proof of Concept","AT","GRAZ"
678883,2015,1500000,"Starting Grants","PE5 - Synthetic Chemistry & Materials","AT","GRAZ"
101003296,2020,2000000,"Consolidator Grants","LS8 - Environmental Biology, Ecology & Evolution","CH","Birmensdorf"
101122976,2023,150000,"Proof Of Concept","Proof of Concept","PL",NA
681202,2015,1489200,"Consolidator Grants","SH5 - Cultures & Cultural Production","PL","WARSAW"
101078070,2022,1498420,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","FR",NA
101138640,2023,150000,"Proof Of Concept","Proof of Concept","FR",NA
758638,2017,1876496,"Starting Grants","PE9 - Universe Sciences","IE","DUBLIN"
715069,2016,1999292,"Starting Grants","SH6 - The Study of the Human Past","DE","MUNCHEN"
101019659,2020,3306062,"Advanced Grants","SH6 - The Study of the Human Past","DE","TUBINGEN"
101117032,2023,664850,"Starting Grants","SH1 - Individuals, Markets & Organisations ","ES",NA
101042031,2021,1450000,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","CZ","VESTEC"
805189,2018,1455032,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","CZ","Ceske Budejovice"
101077420,2022,1218088,"Starting Grants","PE4 - Physical & Analytical Chemical Sciences","PL","TORUN"
101117441,2023,1494750,"Starting Grants","SH4 - The Human Mind and its Complexity","DE",NA
850941,2019,1499905,"Starting Grants","PE1 - Mathematics","FR","Sorbonne"
101114948,2023,1499162,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","DE",NA
616623,2013,1999469,"Consolidator Grants","PE3 - Condensed Matter Physics","DE","Berlin"
851329,2019,1424724,"Starting Grants","SH5 - Cultures & Cultural Production","UK","BIRMINGHAM"
676828,2015,1499680,"Starting Grants","SH6 - The Study of the Human Past","AT","VIENNA"
101040437,2021,1499988,"Starting Grants","LS9 - Biotechnology & Biosystems Engineering","DE","KARLSRUHE"
864991,2019,1963515,"Consolidator Grants","PE5 - Synthetic Chemistry & Materials","AT","VIENNA"
850554,2019,1500000,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","NL","AMSTERDAM"
677742,2015,1154439,"Starting Grants","SH4 - The Human Mind and its Complexity","DE","BERLIN"
647051,2014,1999625,"Consolidator Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","DE","DRESDEN"
101044202,2021,1999845,"Consolidator Grants","LS8 - Environmental Biology, Ecology & Evolution","IE","DUBLIN"
101001841,2020,1999720,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","FR","Paris"
678371,2015,1999885,"Starting Grants","PE10 - Earth System Science","UK","BRISTOL"
757688,2017,1340388,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","EDINBURGH"
817897,2018,1988652,"Consolidator Grants","SH2 - Institutions, Governance & Legal Systems","IE","DUBLIN"
716390,2016,1499394,"Starting Grants","SH5 - Cultures & Cultural Production","UK","LONDON"
263643,2010,1181555,"Starting Grants","SH5 - Cultures & Cultural Production","UK","LONDON"
101076680,2022,1500000,"Starting Grants","PE11 - Materials Engineering","ES","Tarragona"
101019419,2020,2082906,"Advanced Grants","SH5 - Cultures & Cultural Production","IE","DUBLIN"
281785,2011,1500000,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","CH","Bern"
614768,2013,1996352,"Consolidator Grants","LS9 - Biotechnology & Biosystems Engineering","CH","Dubendorf"
101001179,2020,1986017,"Consolidator Grants","PE1 - Mathematics","DE","KOLN"
335220,2013,1240500,"Starting Grants","PE1 - Mathematics","DE","KOLN"
948464,2020,1489500,"Starting Grants","LS6 - Immunity, Infection & Immunotherapy","DE","Berlin"
101115807,2023,1374771,"Starting Grants","PE6 - Computer Science & Informatics","DE",NA
101003289,2020,1997717,"Consolidator Grants","LS9 - Biotechnology & Biosystems Engineering","CH","ZURICH"
947719,2020,1451171,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","DK","COPENHAGEN"
101054429,2021,2220750,"Advanced Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","AT","Innsbruck"
260336,2010,1363847,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","DE","Bremen"
101001561,2020,1996250,"Consolidator Grants","PE2 - Fundamental Constituents of Matter","ES","MADRID"
724608,2016,1989611,"Consolidator Grants","SH4 - The Human Mind and its Complexity","UK","York"
805344,2018,1499994,"Starting Grants","PE4 - Physical & Analytical Chemical Sciences","UK","LANCASTER"
101077573,2022,1500000,"Starting Grants","PE9 - Universe Sciences","DE","HEIDELBERG"
682741,2015,1999338,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","UK","MANCHESTER"
678889,2015,1456179,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","FI","Kuopio"
725539,2016,1525925,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","DE","MUNCHEN"
865225,2019,2059147,"Consolidator Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","Sheffield"
949151,2020,1492177,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","NL","MAASTRICHT"
853168,2019,1450000,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","BE","LEUVEN"
263773,2010,1309800,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","NO","OSLO"
101075848,2022,1544651,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","IT","Trieste"
772049,2017,1991388,"Consolidator Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","DE","Giessen"
204522,2007,899713,"Starting Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","DE","MUNCHEN"
755865,2017,1814610,"Starting Grants","PE10 - Earth System Science","FI","Helsinki"
101039583,2021,1485413,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","FI","HELSINKI"
716140,2016,1498823,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","CH","ZURICH"
851666,2019,1486000,"Starting Grants","SH3 - The Social World and its Diversity","BE","GHENT"
949485,2020,1483000,"Starting Grants","SH3 - The Social World and its Diversity","BE","GHENT"
101117156,2023,1871465,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","DE",NA
638988,2014,1531625,"Starting Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","DE","BONN"
204757,2007,750000,"Starting Grants","PE1 - Mathematics","DE","Freiburg"
819458,2018,1802154,"Consolidator Grants","SH3 - The Social World and its Diversity","UK","London"
757279,2017,1187046,"Starting Grants","SH1 - Individuals, Markets & Organisations ","NO","Bergen"
101117519,2023,1499910,"Starting Grants","PE6 - Computer Science & Informatics","AT",NA
802242,2018,1499275,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","OXFORD"
204986,2007,900000,"Starting Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","AT","VIENNA"
281722,2011,1500000,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","UK","LONDON"
646702,2014,1701132,"Consolidator Grants","PE9 - Universe Sciences","UK","Portsmouth"
205777,2007,500000,"Starting Grants","PE7 - Systems & Communication Engineering","UK","Portsmouth"
261075,2010,1359000,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","UK","EDINBURGH"
638730,2014,1500000,"Starting Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","DK","Aarhus"
101020004,2020,2743750,"Advanced Grants","PE8 - Products & Processes Engineering","NL","EINDHOVEN"
694996,2015,2447409,"Advanced Grants","LS1 - Molecules of Life: Biological Mechanisms, Structures & Functions","UK","BRIGHTON"
277778,2011,950000,"Starting Grants","PE1 - Mathematics","ES","MADRID"
101078208,2022,1498596,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","AT","Vienna"
101075996,2022,2000000,"Starting Grants","PE4 - Physical & Analytical Chemical Sciences","DE","MUNCHEN"
294517,2011,2455110,"Advanced Grants","LS6 - Immunity, Infection & Immunotherapy","DK","COPENHAGEN"
812960,2018,150000,"Proof Of Concept","Proof of Concept","UK","LONDON"
101097834,2022,2499796,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IE",NA
323173,2012,2307800,"Advanced Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","FR","Paris"
694401,2015,2499131,"Advanced Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","UK","LONDON"
268893,2010,1516960,"Advanced Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","IE","DUBLIN"
249516,2009,2281572,"Advanced Grants","SH4 - The Human Mind and its Complexity","NO","Bergen"
743225,2016,2149228,"Advanced Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","SE","STOCKHOLM"
279619,2011,1498500,"Starting Grants","PE4 - Physical & Analytical Chemical Sciences","NO","Tromso"
101077471,2022,1371715,"Starting Grants","SH5 - Cultures & Cultural Production","IE","DUBLIN"
681942,2015,1985570,"Consolidator Grants","SH4 - The Human Mind and its Complexity","UK","EDINBURGH"
789341,2017,2368356,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","IE","DUBLIN"
759628,2017,746048,"Starting Grants","SH3 - The Social World and its Diversity","UK","London"
966765,2020,150000,"Proof Of Concept","Proof of Concept","TR","ISTANBUL"
641156,2014,150000,"Proof Of Concept","Proof of Concept","TR","ISTANBUL"
307460,2012,1995140,"Starting Grants","PE8 - Products & Processes Engineering","TR","ISTANBUL"
755839,2017,1486480,"Starting Grants","PE6 - Computer Science & Informatics","IL","HAIFA"
802990,2018,1499732,"Starting Grants","SH3 - The Social World and its Diversity","IL","JERUSALEM"
716894,2016,1500000,"Starting Grants","LS3 - Cellular, Developmental & Regenerative Biology","NL","AMSTERDAM"
101076997,2022,1749624,"Starting Grants","PE3 - Condensed Matter Physics","DE",NA
310203,2012,1499365,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","SE","UPPSALA"
678215,2015,1317500,"Starting Grants","PE2 - Fundamental Constituents of Matter","DE","Hamburg"
101053242,2021,2159469,"Advanced Grants","SH6 - The Study of the Human Past","AT","VIENNA"
851146,2019,1466124,"Starting Grants","PE1 - Mathematics","FR","PARIS"
966656,2020,150000,"Proof Of Concept","Proof of Concept","BE","GHENT"
648124,2014,2236250,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","BE","GHENT"
715782,2016,1498618,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","UK","EDINBURGH"
772798,2017,1876618,"Consolidator Grants","LS9 - Biotechnology & Biosystems Engineering","UK","CAMBRIDGE"
835180,2018,2484832,"Advanced Grants","SH6 - The Study of the Human Past","UK","COVENTRY"
771620,2017,1984729,"Consolidator Grants","PE9 - Universe Sciences","CH","Bern"
249546,2009,1408015,"Advanced Grants","SH1 - Individuals, Markets & Organisations ","UK","OXFORD"
818607,2018,1995000,"Consolidator Grants","PE8 - Products & Processes Engineering","BE","GHENT"
682009,2015,1959844,"Consolidator Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","BE","ZWIJNAARDE"
241426,2009,1753527,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","BE","ZWIJNAARDE"
268504,2010,1600000,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","EXETER"
101044015,2021,1915601,"Consolidator Grants","SH2 - Institutions, Governance & Legal Systems","IT","Pisa"
754745,2016,149932,"Proof Of Concept","Proof of Concept","UK","NOTTINGHAM"
665349,2014,147489,"Proof Of Concept","Proof of Concept","UK","NOTTINGHAM"
227845,2008,2290857,"Advanced Grants","PE5 - Synthetic Chemistry & Materials","UK","NOTTINGHAM"
232823,2008,2128195,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","ST ANDREWS"
863934,2019,2642850,"Consolidator Grants","PE4 - Physical & Analytical Chemical Sciences","DE","Berlin"
639859,2014,149967,"Proof Of Concept","Proof of Concept","UK","Guildford"
226470,2008,1928021,"Advanced Grants","PE7 - Systems & Communication Engineering","UK","Guildford"
787932,2017,2750137,"Advanced Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","OXFORD"
242670,2009,1750000,"Starting Grants","LS8 - Environmental Biology, Ecology & Evolution","UK","OXFORD"
336506,2013,1477472,"Starting Grants","PE8 - Products & Processes Engineering","CH","LAUSANNE"
948278,2020,1482562,"Starting Grants","SH5 - Cultures & Cultural Production","BE","Brussels"
959109,2020,150000,"Proof Of Concept","Proof of Concept","BE","ZWIJNAARDE"
101039500,2021,1976126,"Starting Grants","PE3 - Condensed Matter Physics","FI","JYVASKYLA"
101001407,2020,1993066,"Consolidator Grants","SH5 - Cultures & Cultural Production","UK","BIRMINGHAM"
307104,2012,1133565,"Starting Grants","PE5 - Synthetic Chemistry & Materials","FR","PARIS"
101088437,2022,2000000,"Consolidator Grants","LS5 - Neuroscience & Disorders of the Nervous Systems","BE","Brussels"
768258,2017,149924,"Proof Of Concept","Proof of Concept","UK","MANCHESTER"
648381,2014,1846542,"Consolidator Grants","PE2 - Fundamental Constituents of Matter","UK","MANCHESTER"
818556,2018,2000000,"Consolidator Grants","LS3 - Cellular, Developmental & Regenerative Biology","AT","VIENNA"
786445,2017,150000,"Proof Of Concept","Proof of Concept","DE","MUNCHEN"
676858,2015,1495906,"Starting Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","DE","MUNCHEN"
759702,2017,1242400,"Starting Grants","PE1 - Mathematics","FR","PARIS"
101078300,2022,1499420,"Starting Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","IE","Dublin"
294401,2011,2421212,"Advanced Grants","LS3 - Cellular, Developmental & Regenerative Biology","UK","OXFORD"
682665,2015,2000000,"Consolidator Grants","LS7 - Prevention, Diagnosis & Treatment of Human Diseases","DK","COPENHAGEN"
307356,2012,1604211,"Starting Grants","PE10 - Earth System Science","UK","OXFORD"
101039795,2021,1498859,"Starting Grants","PE10 - Earth System Science","BE","GHENT"
862246,2019,1999977,"Consolidator Grants","LS4 - Physiology in Health, Disease & Ageing","BE","LEUVEN"
101040754,2021,1499500,"Starting Grants","SH3 - The Social World and its Diversity","NL","TILBURG"
334946,2013,1497038,"Starting Grants","LS4 - Physiology in Health, Disease & Ageing","BE","LEUVEN"
669844,2014,2493750,"Advanced Grants","PE6 - Computer Science & Informatics","DK","Aalborg"
758370,2017,1499390,"Starting Grants","PE5 - Synthetic Chemistry & Materials","UK","LONDON"
740704,2016,2211015,"Advanced Grants","PE3 - Condensed Matter Physics","DK","COPENHAGEN"
802940,2018,1500000,"Starting Grants","PE5 - Synthetic Chemistry & Materials","NL","NIJMEGEN"
101078696,2022,2324880,"Starting Grants","PE3 - Condensed Matter Physics","AT","KLOSTERNEUBURG"
336126,2013,1496246,"Starting Grants","PE5 - Synthetic Chemistry & Materials","SE","LUND"
101042642,2021,1493850,"Starting Grants","LS2 - Integrative Biology: From Genes & Genomes to Systems","PL","POZNAN"
819174,2018,2000000,"Consolidator Grants","PE3 - Condensed Matter Physics","IL","HAIFA"
203077,2007,900000,"Starting Grants","PE3 - Condensed Matter Physics","IL","HAIFA"
692659,2015,2499817,"Advanced Grants","LS4 - Physiology in Health, Disease & Ageing","UK","LONDON"
200699,2007,1244518,"Starting Grants","SH2 - Institutions, Governance & Legal Systems","DE","FRANKFURT"
101096005,2022,2497395,"Advanced Grants","SH6 - The Study of the Human Past","DE",NA
866028,2019,1995818,"Consolidator Grants","LS9 - Biotechnology & Biosystems Engineering","UK","CAMBRIDGE"
312458,2012,1499507,"Starting Grants","SH5 - Cultures & Cultural Production","UK","ST ANDREWS"
639739,2014,1997452,"Starting Grants","PE3 - Condensed Matter Physics","DE","Berlin"
277570,2011,1222830,"Starting Grants","PE2 - Fundamental Constituents of Matter","UK","NOTTINGHAM"
863808,2019,2000000,"Consolidator Grants","PE8 - Products & Processes Engineering","FI","HELSINKI"
681946,2015,1972386,"Consolidator Grants","LS8 - Environmental Biology, Ecology & Evolution","CH","ZURICH"
805268,2018,1490043,"Starting Grants","SH6 - The Study of the Human Past","DE","MUNCHEN"
678567,2015,1941750,"Starting Grants","PE7 - Systems & Communication Engineering","CH","Ruschlikon"
786643,2017,2116000,"Advanced Grants","SH2 - Institutions, Governance & Legal Systems","DK","Aalborg"
229459,2008,2979882,"Advanced Grants","SH2 - Institutions, Governance & Legal Systems","DK","COPENHAGEN"
754949,2016,147000,"Proof Of Concept","Proof of Concept","DE","KONSTANZ"
240984,2009,1200000,"Starting Grants","SH5 - Cultures & Cultural Production","DE","KONSTANZ"
804066,2018,1493269,"Starting Grants","PE5 - Synthetic Chemistry & Materials","DK","COPENHAGEN"
